M, N, B, Name, Time, OPT_Rate, Nodes,Timeout
5, 9, 3.0000, BB_DP, 3.1343, 1.0000, 7522,1
5, 9, 3.0000, PDP, 0.3261, 1.0000, 0,1
5, 9, 3.0000, TABU, 5.7018, inf, 0,1
5, 9, 3.0000, GA, 17.2819, inf, 0,1
5, 9, 3.0000, BB_DP, 0.0068, 1.0000, 0,1
5, 9, 3.0000, PDP, 0.3926, 1.0000, 0,1
5, 9, 3.0000, TABU, 6.6416, 1.0000, 0,1
5, 9, 3.0000, GA, 16.7395, 1.0000, 0,1
5, 9, 3.0000, BB_DP, 1.8304, 1.0000, 12409,1
5, 9, 3.0000, PDP, 0.1816, 1.0000, 0,1
5, 9, 3.0000, TABU, 3.4208, inf, 0,1
5, 9, 3.0000, GA, 7.3395, inf, 0,1
5, 9, 3.0000, BB_DP, 0.0023, 1.0000, 0,1
5, 9, 3.0000, PDP, 0.1754, 1.0000, 0,1
5, 9, 3.0000, TABU, 3.2917, 1.0000, 0,1
5, 9, 3.0000, GA, 7.4698, 1.0000, 0,1
5, 9, 3.0000, BB_DP, 0.3082, 1.0000, 7125,1
5, 9, 3.0000, PDP, 0.1775, 1.0000, 0,1
5, 9, 3.0000, TABU, 2.1407, inf, 0,1
5, 9, 3.0000, GA, 7.0875, inf, 0,1
5, 9, 3.0000, BB_DP, 0.3869, 1.0000, 3462,1
5, 9, 3.0000, PDP, 0.1699, 1.0000, 0,1
5, 9, 3.0000, TABU, 3.2518, 1.0000, 0,1
5, 9, 3.0000, GA, 6.7811, inf, 0,1
5, 9, 3.0000, BB_DP, 0.0037, 1.0000, 0,1
5, 9, 3.0000, PDP, 0.2255, 1.0000, 0,1
5, 9, 3.0000, TABU, 3.2316, 1.0000, 0,1
5, 9, 3.0000, GA, 7.6727, inf, 0,1
5, 9, 3.0000, BB_DP, 0.8655, 1.0000, 17423,1
5, 9, 3.0000, PDP, 0.2708, 1.0000, 0,1
5, 9, 3.0000, TABU, 3.0530, 2.0000, 0,1
5, 9, 3.0000, GA, 11.8866, 2.0000, 0,1
5, 9, 3.0000, BB_DP, 0.0051, 1.0000, 0,1
5, 9, 3.0000, PDP, 0.2747, 1.0000, 0,1
5, 9, 3.0000, TABU, 6.7986, 1.0000, 0,1
5, 9, 3.0000, GA, 10.6543, inf, 0,1
5, 9, 3.0000, BB_DP, 0.6938, 1.0000, 6295,1
5, 9, 3.0000, PDP, 0.2503, 1.0000, 0,1
5, 9, 3.0000, TABU, 5.4478, inf, 0,1
5, 9, 3.0000, GA, 15.2938, inf, 0,1
5, 9, 3.0000, BB_DP, 0.5103, 1.0000, 2251,1
5, 9, 3.0000, PDP, 0.2387, 1.0000, 0,1
5, 9, 3.0000, TABU, 4.7352, 1.0000, 0,1
5, 9, 3.0000, GA, 16.1898, 3.0000, 0,1
5, 9, 3.0000, BB_DP, 0.0031, 1.0000, 0,1
5, 9, 3.0000, PDP, 0.2397, 1.0000, 0,1
5, 9, 3.0000, TABU, 3.1675, 1.0000, 0,1
5, 9, 3.0000, GA, 13.2094, 1.0000, 0,1
5, 9, 3.0000, BB_DP, 0.0033, 1.0000, 0,1
5, 9, 3.0000, PDP, 0.2397, 1.0000, 0,1
5, 9, 3.0000, TABU, 5.5436, 1.0000, 0,1
5, 9, 3.0000, GA, 10.5129, 1.0000, 0,1
5, 9, 3.0000, BB_DP, 0.0046, 1.0000, 0,1
5, 9, 3.0000, PDP, 0.2486, 1.0000, 0,1
5, 9, 3.0000, TABU, 6.6398, 1.0000, 0,1
5, 9, 3.0000, GA, 10.1459, 1.0000, 0,1
5, 9, 3.0000, BB_DP, 0.0050, 1.0000, 0,1
5, 9, 3.0000, PDP, 0.2546, 1.0000, 0,1
5, 9, 3.0000, TABU, 5.5130, inf, 0,1
5, 9, 3.0000, GA, 10.2076, inf, 0,1
5, 9, 3.0000, BB_DP, 2.7659, 1.0000, 27722,1
5, 9, 3.0000, PDP, 0.2649, 1.0000, 0,1
5, 9, 3.0000, TABU, 3.2899, inf, 0,1
5, 9, 3.0000, GA, 11.6021, inf, 0,1
5, 9, 3.0000, BB_DP, 0.2475, 1.0000, 1191,1
5, 9, 3.0000, PDP, 0.2535, 1.0000, 0,1
5, 9, 3.0000, TABU, 3.6908, inf, 0,1
5, 9, 3.0000, GA, 9.9211, inf, 0,1
5, 9, 3.0000, BB_DP, 0.0040, 1.0000, 0,1
5, 9, 3.0000, PDP, 0.2805, 1.0000, 0,1
5, 9, 3.0000, TABU, 5.8142, 1.0000, 0,1
5, 9, 3.0000, GA, 11.0415, 1.0000, 0,1
5, 9, 3.0000, BB_DP, 0.0050, 1.0000, 0,1
5, 9, 3.0000, PDP, 0.2715, 1.0000, 0,1
5, 9, 3.0000, TABU, 5.0711, 1.0000, 0,1
5, 9, 3.0000, GA, 14.5506, 1.0000, 0,1
5, 9, 3.0000, BB_DP, 0.8419, 1.0000, 4653,1
5, 9, 3.0000, PDP, 0.2566, 1.0000, 0,1
5, 9, 3.0000, TABU, 3.4626, inf, 0,1
5, 9, 3.0000, GA, 10.9478, inf, 0,1
5, 9, 5.0000, BB_DP, 0.3382, 1.0000, 1923,1
5, 9, 5.0000, PDP, 0.3211, 1.0000, 0,1
5, 9, 5.0000, TABU, 10.3610, inf, 0,1
5, 9, 5.0000, GA, 18.7538, inf, 0,1
5, 9, 5.0000, BB_DP, 0.0036, 1.0000, 0,1
5, 9, 5.0000, PDP, 0.3175, 1.0000, 0,1
5, 9, 5.0000, TABU, 6.6194, 1.0000, 0,1
5, 9, 5.0000, GA, 17.1953, 1.0000, 0,1
5, 9, 5.0000, BB_DP, 0.0051, 1.0000, 0,1
5, 9, 5.0000, PDP, 0.3511, 1.0000, 0,1
5, 9, 5.0000, TABU, 4.5431, 1.0000, 0,1
5, 9, 5.0000, GA, 22.0282, 1.0000, 0,1
5, 9, 5.0000, BB_DP, 1.3051, 1.0000, 6402,1
5, 9, 5.0000, PDP, 0.2655, 1.0000, 0,1
5, 9, 5.0000, TABU, 2.8766, inf, 0,1
5, 9, 5.0000, GA, 9.4472, inf, 0,1
5, 9, 5.0000, BB_DP, 0.0030, 1.0000, 0,1
5, 9, 5.0000, PDP, 0.2188, 1.0000, 0,1
5, 9, 5.0000, TABU, 2.9769, 1.0000, 0,1
5, 9, 5.0000, GA, 9.8093, 1.0000, 0,1
5, 9, 5.0000, BB_DP, 0.0042, 1.0000, 0,1
5, 9, 5.0000, PDP, 0.1975, 1.0000, 0,1
5, 9, 5.0000, TABU, 3.1423, 1.0000, 0,1
5, 9, 5.0000, GA, 8.8954, inf, 0,1
5, 9, 5.0000, BB_DP, 0.0024, 1.0000, 0,1
5, 9, 5.0000, PDP, 0.1917, 1.0000, 0,1
5, 9, 5.0000, TABU, 2.6100, 1.0000, 0,1
5, 9, 5.0000, GA, 8.2328, 1.0000, 0,1
5, 9, 5.0000, BB_DP, 0.0037, 1.0000, 0,1
5, 9, 5.0000, PDP, 0.1898, 1.0000, 0,1
5, 9, 5.0000, TABU, 3.5950, 1.0000, 0,1
5, 9, 5.0000, GA, 8.0459, inf, 0,1
5, 9, 5.0000, BB_DP, 0.0023, 1.0000, 0,1
5, 9, 5.0000, PDP, 0.1834, 1.0000, 0,1
5, 9, 5.0000, TABU, 4.1722, 1.0000, 0,1
5, 9, 5.0000, GA, 8.0049, 1.0000, 0,1
5, 9, 5.0000, BB_DP, 0.0022, 1.0000, 0,1
5, 9, 5.0000, PDP, 0.1819, 1.0000, 0,1
5, 9, 5.0000, TABU, 4.8634, 1.0000, 0,1
5, 9, 5.0000, GA, 7.5275, 1.0000, 0,1
5, 9, 5.0000, BB_DP, 0.6103, 1.0000, 7572,1
5, 9, 5.0000, PDP, 0.1858, 1.0000, 0,1
5, 9, 5.0000, TABU, 3.9921, 1.5000, 0,1
5, 9, 5.0000, GA, 7.2039, 2.0000, 0,1
5, 9, 5.0000, BB_DP, 0.0023, 1.0000, 0,1
5, 9, 5.0000, PDP, 0.1838, 1.0000, 0,1
5, 9, 5.0000, TABU, 2.2725, 1.0000, 0,1
5, 9, 5.0000, GA, 8.4046, 1.0000, 0,1
5, 9, 5.0000, BB_DP, 0.0022, 1.0000, 0,1
5, 9, 5.0000, PDP, 0.1831, 1.0000, 0,1
5, 9, 5.0000, TABU, 2.2280, 1.0000, 0,1
5, 9, 5.0000, GA, 7.2300, 1.0000, 0,1
5, 9, 5.0000, BB_DP, 0.0022, 1.0000, 0,1
5, 9, 5.0000, PDP, 0.1793, 1.0000, 0,1
5, 9, 5.0000, TABU, 2.1828, 1.0000, 0,1
5, 9, 5.0000, GA, 8.3622, 1.0000, 0,1
5, 9, 5.0000, BB_DP, 0.5449, 1.0000, 6144,1
5, 9, 5.0000, PDP, 0.1828, 1.0000, 0,1
5, 9, 5.0000, TABU, 3.9279, inf, 0,1
5, 9, 5.0000, GA, 7.3759, inf, 0,1
5, 9, 5.0000, BB_DP, 0.0030, 1.0000, 0,1
5, 9, 5.0000, PDP, 0.1828, 1.0000, 0,1
5, 9, 5.0000, TABU, 3.0669, 1.0000, 0,1
5, 9, 5.0000, GA, 7.3262, inf, 0,1
5, 9, 5.0000, BB_DP, 0.0055, 1.0000, 0,1
5, 9, 5.0000, PDP, 0.1924, 1.0000, 0,1
5, 9, 5.0000, TABU, 2.3925, inf, 0,1
5, 9, 5.0000, GA, 10.2206, inf, 0,1
5, 9, 5.0000, BB_DP, 0.1134, 1.0000, 737,1
5, 9, 5.0000, PDP, 0.1787, 1.0000, 0,1
5, 9, 5.0000, TABU, 3.6017, 1.0000, 0,1
5, 9, 5.0000, GA, 6.9654, inf, 0,1
5, 9, 5.0000, BB_DP, 0.0039, 1.0000, 0,1
5, 9, 5.0000, PDP, 0.2103, 1.0000, 0,1
5, 9, 5.0000, TABU, 2.3864, 1.0000, 0,1
5, 9, 5.0000, GA, 7.5439, 1.0000, 0,1
5, 9, 5.0000, BB_DP, 0.2880, 1.0000, 2865,1
5, 9, 5.0000, PDP, 0.2338, 1.0000, 0,1
5, 9, 5.0000, TABU, 4.6050, 2.0000, 0,1
5, 9, 5.0000, GA, 10.2799, 8.0000, 0,1
5, 9, 7.0000, BB_DP, 0.4630, 1.0000, 7948,1
5, 9, 7.0000, PDP, 0.2126, 1.0000, 0,1
5, 9, 7.0000, TABU, 2.5600, inf, 0,1
5, 9, 7.0000, GA, 8.6087, inf, 0,1
5, 9, 7.0000, BB_DP, 0.0042, 1.0000, 0,1
5, 9, 7.0000, PDP, 0.2051, 1.0000, 0,1
5, 9, 7.0000, TABU, 4.1968, 1.0000, 0,1
5, 9, 7.0000, GA, 9.0630, 1.0000, 0,1
5, 9, 7.0000, BB_DP, 0.1172, 1.0000, 1571,1
5, 9, 7.0000, PDP, 0.2010, 1.0000, 0,1
5, 9, 7.0000, TABU, 2.6157, 1.0000, 0,1
5, 9, 7.0000, GA, 8.4038, 2.0000, 0,1
5, 9, 7.0000, BB_DP, 0.0038, 1.0000, 0,1
5, 9, 7.0000, PDP, 0.2019, 1.0000, 0,1
5, 9, 7.0000, TABU, 3.6686, inf, 0,1
5, 9, 7.0000, GA, 10.5494, inf, 0,1
5, 9, 7.0000, BB_DP, 0.0030, 1.0000, 0,1
5, 9, 7.0000, PDP, 0.2028, 1.0000, 0,1
5, 9, 7.0000, TABU, 3.2717, 1.0000, 0,1
5, 9, 7.0000, GA, 10.0766, 1.0000, 0,1
5, 9, 7.0000, BB_DP, 0.7018, 1.0000, 13555,1
5, 9, 7.0000, PDP, 0.2083, 1.0000, 0,1
5, 9, 7.0000, TABU, 5.5031, inf, 0,1
5, 9, 7.0000, GA, 11.7231, inf, 0,1
5, 9, 7.0000, BB_DP, 0.0035, 1.0000, 0,1
5, 9, 7.0000, PDP, 0.1990, 1.0000, 0,1
5, 9, 7.0000, TABU, 3.1417, 1.0000, 0,1
5, 9, 7.0000, GA, 12.7276, 1.0000, 0,1
5, 9, 7.0000, BB_DP, 0.0023, 1.0000, 0,1
5, 9, 7.0000, PDP, 0.1985, 1.0000, 0,1
5, 9, 7.0000, TABU, 2.4682, 1.0000, 0,1
5, 9, 7.0000, GA, 7.7683, 1.0000, 0,1
5, 9, 7.0000, BB_DP, 0.0035, 1.0000, 0,1
5, 9, 7.0000, PDP, 0.2027, 1.0000, 0,1
5, 9, 7.0000, TABU, 2.5384, 1.0000, 0,1
5, 9, 7.0000, GA, 8.5210, 1.0000, 0,1
5, 9, 7.0000, BB_DP, 0.0042, 1.0000, 0,1
5, 9, 7.0000, PDP, 0.1944, 1.0000, 0,1
5, 9, 7.0000, TABU, 4.9529, 1.0000, 0,1
5, 9, 7.0000, GA, 8.6113, 1.0000, 0,1
5, 9, 7.0000, BB_DP, 0.7638, 1.0000, 6509,1
5, 9, 7.0000, PDP, 0.1990, 1.0000, 0,1
5, 9, 7.0000, TABU, 2.8155, inf, 0,1
5, 9, 7.0000, GA, 8.0354, inf, 0,1
5, 9, 7.0000, BB_DP, 0.4704, 1.0000, 7583,1
5, 9, 7.0000, PDP, 0.1963, 1.0000, 0,1
5, 9, 7.0000, TABU, 3.9717, inf, 0,1
5, 9, 7.0000, GA, 8.8160, inf, 0,1
5, 9, 7.0000, BB_DP, 0.0039, 1.0000, 0,1
5, 9, 7.0000, PDP, 0.1994, 1.0000, 0,1
5, 9, 7.0000, TABU, 4.3396, 1.0000, 0,1
5, 9, 7.0000, GA, 8.6379, 1.0000, 0,1
5, 9, 7.0000, BB_DP, 0.5840, 1.0000, 5858,1
5, 9, 7.0000, PDP, 0.1968, 1.0000, 0,1
5, 9, 7.0000, TABU, 2.5633, inf, 0,1
5, 9, 7.0000, GA, 7.6814, inf, 0,1
5, 9, 7.0000, BB_DP, 0.4017, 1.0000, 4949,1
5, 9, 7.0000, PDP, 0.1977, 1.0000, 0,1
5, 9, 7.0000, TABU, 2.7787, inf, 0,1
5, 9, 7.0000, GA, 8.1734, inf, 0,1
5, 9, 7.0000, BB_DP, 0.0036, 1.0000, 0,1
5, 9, 7.0000, PDP, 0.1998, 1.0000, 0,1
5, 9, 7.0000, TABU, 3.1135, 1.0000, 0,1
5, 9, 7.0000, GA, 7.5557, 1.0000, 0,1
5, 9, 7.0000, BB_DP, 0.0024, 1.0000, 0,1
5, 9, 7.0000, PDP, 0.1963, 1.0000, 0,1
5, 9, 7.0000, TABU, 2.6223, 1.0000, 0,1
5, 9, 7.0000, GA, 7.6135, 1.0000, 0,1
5, 9, 7.0000, BB_DP, 0.0025, 1.0000, 0,1
5, 9, 7.0000, PDP, 0.1973, 1.0000, 0,1
5, 9, 7.0000, TABU, 2.7724, 1.0000, 0,1
5, 9, 7.0000, GA, 9.7497, 1.0000, 0,1
5, 9, 7.0000, BB_DP, 0.8308, 1.0000, 13931,1
5, 9, 7.0000, PDP, 0.2357, 1.0000, 0,1
5, 9, 7.0000, TABU, 4.5045, inf, 0,1
5, 9, 7.0000, GA, 8.6870, inf, 0,1
5, 9, 7.0000, BB_DP, 0.0024, 1.0000, 0,1
5, 9, 7.0000, PDP, 0.2039, 1.0000, 0,1
5, 9, 7.0000, TABU, 2.5683, 1.0000, 0,1
5, 9, 7.0000, GA, 7.7413, 1.0000, 0,1
5, 10, 3.0000, BB_DP, 0.0060, 1.0000, 0,1
5, 10, 3.0000, PDP, 1.1088, 1.0000, 0,1
5, 10, 3.0000, TABU, 5.5926, 1.0000, 0,1
5, 10, 3.0000, GA, 9.5883, 1.0000, 0,1
5, 10, 3.0000, BB_DP, 0.0037, 1.0000, 0,1
5, 10, 3.0000, PDP, 0.9469, 1.0000, 0,1
5, 10, 3.0000, TABU, 2.5054, 1.0000, 0,1
5, 10, 3.0000, GA, 7.4465, 1.0000, 0,1
5, 10, 3.0000, BB_DP, 0.1861, 1.0000, 2396,1
5, 10, 3.0000, PDP, 0.9431, 1.0000, 0,1
5, 10, 3.0000, TABU, 2.4419, inf, 0,1
5, 10, 3.0000, GA, 7.5122, inf, 0,1
5, 10, 3.0000, BB_DP, 0.0024, 1.0000, 0,1
5, 10, 3.0000, PDP, 0.9167, 1.0000, 0,1
5, 10, 3.0000, TABU, 2.2461, 1.0000, 0,1
5, 10, 3.0000, GA, 6.8106, 1.0000, 0,1
5, 10, 3.0000, BB_DP, 1.1244, 1.0000, 8694,1
5, 10, 3.0000, PDP, 0.9243, 1.0000, 0,1
5, 10, 3.0000, TABU, 3.6633, inf, 0,1
5, 10, 3.0000, GA, 8.3386, inf, 0,1
5, 10, 3.0000, BB_DP, 0.0036, 1.0000, 0,1
5, 10, 3.0000, PDP, 0.8877, 1.0000, 0,1
5, 10, 3.0000, TABU, 3.6790, 1.0000, 0,1
5, 10, 3.0000, GA, 6.8172, 1.0000, 0,1
5, 10, 3.0000, BB_DP, 0.0035, 1.0000, 0,1
5, 10, 3.0000, PDP, 0.9121, 1.0000, 0,1
5, 10, 3.0000, TABU, 4.5012, inf, 0,1
5, 10, 3.0000, GA, 9.5269, 1.0000, 0,1
5, 10, 3.0000, BB_DP, 0.0030, 1.0000, 0,1
5, 10, 3.0000, PDP, 1.3325, 1.0000, 0,1
5, 10, 3.0000, TABU, 3.2866, 1.0000, 0,1
5, 10, 3.0000, GA, 9.8048, 1.0000, 0,1
5, 10, 3.0000, BB_DP, 3.0874, 1.0000, 40578,1
5, 10, 3.0000, PDP, 0.9437, 1.0000, 0,1
5, 10, 3.0000, TABU, 3.3813, inf, 0,1
5, 10, 3.0000, GA, 11.5473, inf, 0,1
5, 10, 3.0000, BB_DP, 0.0020, 1.0000, 0,1
5, 10, 3.0000, PDP, 0.9053, 1.0000, 0,1
5, 10, 3.0000, TABU, 2.1500, 1.0000, 0,1
5, 10, 3.0000, GA, 6.7837, 1.0000, 0,1
5, 10, 3.0000, BB_DP, 6.5291, 1.0000, 47830,1
5, 10, 3.0000, PDP, 0.9049, 1.0000, 0,1
5, 10, 3.0000, TABU, 3.5424, inf, 0,1
5, 10, 3.0000, GA, 7.8808, inf, 0,1
5, 10, 3.0000, BB_DP, 1.1156, 1.0000, 13060,1
5, 10, 3.0000, PDP, 0.9629, 1.0000, 0,1
5, 10, 3.0000, TABU, 2.8839, inf, 0,1
5, 10, 3.0000, GA, 7.7743, inf, 0,1
5, 10, 3.0000, BB_DP, 0.0037, 1.0000, 0,1
5, 10, 3.0000, PDP, 0.9157, 1.0000, 0,1
5, 10, 3.0000, TABU, 2.2652, 1.0000, 0,1
5, 10, 3.0000, GA, 6.9553, 1.0000, 0,1
5, 10, 3.0000, BB_DP, 0.0035, 1.0000, 0,1
5, 10, 3.0000, PDP, 0.9367, 1.0000, 0,1
5, 10, 3.0000, TABU, 3.5878, 1.0000, 0,1
5, 10, 3.0000, GA, 7.7968, inf, 0,1
5, 10, 3.0000, BB_DP, 3.1945, 1.0000, 51263,1
5, 10, 3.0000, PDP, 1.1380, 1.0000, 0,1
5, 10, 3.0000, TABU, 2.3798, inf, 0,1
5, 10, 3.0000, GA, 7.6165, inf, 0,1
5, 10, 3.0000, BB_DP, 1.3650, 1.0000, 7467,1
5, 10, 3.0000, PDP, 0.9037, 1.0000, 0,1
5, 10, 3.0000, TABU, 3.4119, 1.0000, 0,1
5, 10, 3.0000, GA, 7.0448, inf, 0,1
5, 10, 3.0000, BB_DP, 0.0022, 1.0000, 0,1
5, 10, 3.0000, PDP, 0.9332, 1.0000, 0,1
5, 10, 3.0000, TABU, 2.3499, 1.0000, 0,1
5, 10, 3.0000, GA, 7.7247, inf, 0,1
5, 10, 3.0000, BB_DP, 0.3498, 1.0000, 7379,1
5, 10, 3.0000, PDP, 0.9101, 1.0000, 0,1
5, 10, 3.0000, TABU, 2.9796, inf, 0,1
5, 10, 3.0000, GA, 13.4018, inf, 0,1
5, 10, 3.0000, BB_DP, 0.0028, 1.0000, 0,1
5, 10, 3.0000, PDP, 0.9835, 1.0000, 0,1
5, 10, 3.0000, TABU, 3.5778, 1.0000, 0,1
5, 10, 3.0000, GA, 7.0634, inf, 0,1
5, 10, 3.0000, BB_DP, 0.0020, 1.0000, 0,1
5, 10, 3.0000, PDP, 0.8850, 1.0000, 0,1
5, 10, 3.0000, TABU, 2.1008, 1.0000, 0,1
5, 10, 3.0000, GA, 6.8348, 1.0000, 0,1
5, 10, 5.0000, BB_DP, 0.0034, 1.0000, 0,1
5, 10, 5.0000, PDP, 0.8882, 1.0000, 0,1
5, 10, 5.0000, TABU, 2.3860, inf, 0,1
5, 10, 5.0000, GA, 6.9740, inf, 0,1
5, 10, 5.0000, BB_DP, 1.5631, 1.0000, 13918,1
5, 10, 5.0000, PDP, 0.9098, 1.0000, 0,1
5, 10, 5.0000, TABU, 3.7264, 3.0000, 0,1
5, 10, 5.0000, GA, 7.1171, 4.0000, 0,1
5, 10, 5.0000, BB_DP, 0.0034, 1.0000, 0,1
5, 10, 5.0000, PDP, 0.8916, 1.0000, 0,1
5, 10, 5.0000, TABU, 3.5176, 1.0000, 0,1
5, 10, 5.0000, GA, 7.0460, 1.0000, 0,1
5, 10, 5.0000, BB_DP, 3.2177, 1.0000, 54262,1
5, 10, 5.0000, PDP, 0.9257, 1.0000, 0,1
5, 10, 5.0000, TABU, 3.5788, inf, 0,1
5, 10, 5.0000, GA, 9.6114, inf, 0,1
5, 10, 5.0000, BB_DP, 0.0021, 1.0000, 0,1
5, 10, 5.0000, PDP, 0.8817, 1.0000, 0,1
5, 10, 5.0000, TABU, 2.2864, 1.0000, 0,1
5, 10, 5.0000, GA, 8.2242, 1.0000, 0,1
5, 10, 5.0000, BB_DP, 0.7824, 1.0000, 9698,1
5, 10, 5.0000, PDP, 0.9032, 1.0000, 0,1
5, 10, 5.0000, TABU, 3.2477, 1.0000, 0,1
5, 10, 5.0000, GA, 7.0726, 1.0000, 0,1
5, 10, 5.0000, BB_DP, 0.0034, 1.0000, 0,1
5, 10, 5.0000, PDP, 0.9389, 1.0000, 0,1
5, 10, 5.0000, TABU, 2.0423, 1.0000, 0,1
5, 10, 5.0000, GA, 6.5565, 1.0000, 0,1
5, 10, 5.0000, BB_DP, 1.3394, 1.0000, 10666,1
5, 10, 5.0000, PDP, 0.9382, 1.0000, 0,1
5, 10, 5.0000, TABU, 4.2533, 1.0000, 0,1
5, 10, 5.0000, GA, 15.1951, 1.0000, 0,1
5, 10, 5.0000, BB_DP, 2.2373, 1.0000, 23916,1
5, 10, 5.0000, PDP, 0.9644, 1.0000, 0,1
5, 10, 5.0000, TABU, 3.4992, inf, 0,1
5, 10, 5.0000, GA, 7.5888, inf, 0,1
5, 10, 5.0000, BB_DP, 0.6468, 1.0000, 8573,1
5, 10, 5.0000, PDP, 0.9168, 1.0000, 0,1
5, 10, 5.0000, TABU, 3.2881, inf, 0,1
5, 10, 5.0000, GA, 7.6101, inf, 0,1
5, 10, 5.0000, BB_DP, 2.9653, 1.0000, 35526,1
5, 10, 5.0000, PDP, 0.9168, 1.0000, 0,1
5, 10, 5.0000, TABU, 2.1991, inf, 0,1
5, 10, 5.0000, GA, 8.3407, inf, 0,1
5, 10, 5.0000, BB_DP, 1.0764, 1.0000, 5903,1
5, 10, 5.0000, PDP, 0.9155, 1.0000, 0,1
5, 10, 5.0000, TABU, 3.3672, 1.0000, 0,1
5, 10, 5.0000, GA, 7.6173, 4.0000, 0,1
5, 10, 5.0000, BB_DP, 0.1561, 1.0000, 1780,1
5, 10, 5.0000, PDP, 0.9099, 1.0000, 0,1
5, 10, 5.0000, TABU, 2.1989, inf, 0,1
5, 10, 5.0000, GA, 6.9889, inf, 0,1
5, 10, 5.0000, BB_DP, 1.1187, 1.0000, 15808,1
5, 10, 5.0000, PDP, 0.9010, 1.0000, 0,1
5, 10, 5.0000, TABU, 3.4139, 2.0000, 0,1
5, 10, 5.0000, GA, 13.2942, 6.0000, 0,1
5, 10, 5.0000, BB_DP, 0.3047, 1.0000, 4034,1
5, 10, 5.0000, PDP, 0.9017, 1.0000, 0,1
5, 10, 5.0000, TABU, 2.1850, inf, 0,1
5, 10, 5.0000, GA, 7.6093, 1.0000, 0,1
5, 10, 5.0000, BB_DP, 0.8390, 1.0000, 13510,1
5, 10, 5.0000, PDP, 0.9083, 1.0000, 0,1
5, 10, 5.0000, TABU, 3.2837, inf, 0,1
5, 10, 5.0000, GA, 6.9936, inf, 0,1
5, 10, 5.0000, BB_DP, 1.2630, 1.0000, 22119,1
5, 10, 5.0000, PDP, 0.9121, 1.0000, 0,1
5, 10, 5.0000, TABU, 2.0821, inf, 0,1
5, 10, 5.0000, GA, 7.0440, inf, 0,1
5, 10, 5.0000, BB_DP, 0.0026, 1.0000, 0,1
5, 10, 5.0000, PDP, 0.8911, 1.0000, 0,1
5, 10, 5.0000, TABU, 3.2934, 1.0000, 0,1
5, 10, 5.0000, GA, 8.6631, inf, 0,1
5, 10, 5.0000, BB_DP, 0.6601, 1.0000, 15056,1
5, 10, 5.0000, PDP, 1.0553, 1.0000, 0,1
5, 10, 5.0000, TABU, 3.2660, inf, 0,1
5, 10, 5.0000, GA, 8.8955, inf, 0,1
5, 10, 5.0000, BB_DP, 0.0039, 1.0000, 0,1
5, 10, 5.0000, PDP, 0.9302, 1.0000, 0,1
5, 10, 5.0000, TABU, 2.2883, inf, 0,1
5, 10, 5.0000, GA, 6.8873, inf, 0,1
5, 10, 7.0000, BB_DP, 0.0036, 1.0000, 0,1
5, 10, 7.0000, PDP, 0.8879, 1.0000, 0,1
5, 10, 7.0000, TABU, 2.3701, inf, 0,1
5, 10, 7.0000, GA, 7.1732, inf, 0,1
5, 10, 7.0000, BB_DP, 0.0036, 1.0000, 0,1
5, 10, 7.0000, PDP, 0.9049, 1.0000, 0,1
5, 10, 7.0000, TABU, 2.7521, 1.0000, 0,1
5, 10, 7.0000, GA, 6.7616, 1.0000, 0,1
