M, N, B, Name, Time, OPT_Rate, Nodes,Timeout
5, 10, 7.0000, BB_DP, 2.7681, 1.0000, 45422,1
5, 10, 7.0000, PDP, 0.9070, 1.0000, 0,1
5, 10, 7.0000, TABU, 2.6028, inf, 0,1
5, 10, 7.0000, GA, 7.4654, inf, 0,1
5, 10, 7.0000, BB_DP, 0.0032, 1.0000, 0,1
5, 10, 7.0000, PDP, 0.8915, 1.0000, 0,1
5, 10, 7.0000, TABU, 2.5953, 1.0000, 0,1
5, 10, 7.0000, GA, 7.5729, inf, 0,1
5, 10, 7.0000, BB_DP, 0.4004, 1.0000, 4228,1
5, 10, 7.0000, PDP, 0.9011, 1.0000, 0,1
5, 10, 7.0000, TABU, 4.0633, inf, 0,1
5, 10, 7.0000, GA, 9.4784, inf, 0,1
5, 10, 7.0000, BB_DP, 1.8550, 1.0000, 25015,1
5, 10, 7.0000, PDP, 0.9415, 1.0000, 0,1
5, 10, 7.0000, TABU, 2.7766, 3.0000, 0,1
5, 10, 7.0000, GA, 7.3274, 2.0000, 0,1
5, 10, 7.0000, BB_DP, 3.6488, 1.0000, 44408,1
5, 10, 7.0000, PDP, 0.9153, 1.0000, 0,1
5, 10, 7.0000, TABU, 2.1390, 2.3333, 0,1
5, 10, 7.0000, GA, 7.6256, 1.3333, 0,1
5, 10, 7.0000, BB_DP, 4.4035, 1.0000, 54413,1
5, 10, 7.0000, PDP, 0.9270, 1.0000, 0,1
5, 10, 7.0000, TABU, 2.8026, 3.0000, 0,1
5, 10, 7.0000, GA, 7.7838, 3.5000, 0,1
5, 10, 7.0000, BB_DP, 5.3546, 1.0000, 107700,1
5, 10, 7.0000, PDP, 0.9210, 1.0000, 0,1
5, 10, 7.0000, TABU, 3.5433, 1.7500, 0,1
5, 10, 7.0000, GA, 7.5923, 1.7500, 0,1
5, 10, 7.0000, BB_DP, 0.4387, 1.0000, 9857,1
5, 10, 7.0000, PDP, 0.8952, 1.0000, 0,1
5, 10, 7.0000, TABU, 2.8848, 1.0000, 0,1
5, 10, 7.0000, GA, 7.9121, inf, 0,1
5, 10, 7.0000, BB_DP, 0.0022, 1.0000, 0,1
5, 10, 7.0000, PDP, 0.8837, 1.0000, 0,1
5, 10, 7.0000, TABU, 2.2981, 1.0000, 0,1
5, 10, 7.0000, GA, 6.8582, 1.0000, 0,1
5, 10, 7.0000, BB_DP, 1.5413, 1.0000, 23021,1
5, 10, 7.0000, PDP, 0.9076, 1.0000, 0,1
5, 10, 7.0000, TABU, 3.4344, 1.0000, 0,1
5, 10, 7.0000, GA, 10.1259, 1.0000, 0,1
5, 10, 7.0000, BB_DP, 1.0938, 1.0000, 14859,1
5, 10, 7.0000, PDP, 0.8770, 1.0000, 0,1
5, 10, 7.0000, TABU, 3.3185, inf, 0,1
5, 10, 7.0000, GA, 11.8575, inf, 0,1
5, 10, 7.0000, BB_DP, 0.8688, 1.0000, 19284,1
5, 10, 7.0000, PDP, 0.9116, 1.0000, 0,1
5, 10, 7.0000, TABU, 3.5571, inf, 0,1
5, 10, 7.0000, GA, 7.0581, inf, 0,1
5, 10, 7.0000, BB_DP, 0.3925, 1.0000, 3429,1
5, 10, 7.0000, PDP, 0.9017, 1.0000, 0,1
5, 10, 7.0000, TABU, 3.4664, 1.0000, 0,1
5, 10, 7.0000, GA, 7.6870, 1.0000, 0,1
5, 10, 7.0000, BB_DP, 2.0408, 1.0000, 32904,1
5, 10, 7.0000, PDP, 0.9091, 1.0000, 0,1
5, 10, 7.0000, TABU, 3.0819, 1.5000, 0,1
5, 10, 7.0000, GA, 7.0997, 2.0000, 0,1
5, 10, 7.0000, BB_DP, 0.0043, 1.0000, 0,1
5, 10, 7.0000, PDP, 1.1818, 1.0000, 0,1
5, 10, 7.0000, TABU, 4.0069, 1.0000, 0,1
5, 10, 7.0000, GA, 10.6879, 1.0000, 0,1
5, 10, 7.0000, BB_DP, 4.7539, 1.0000, 43461,1
5, 10, 7.0000, PDP, 0.9418, 1.0000, 0,1
5, 10, 7.0000, TABU, 2.4623, inf, 0,1
5, 10, 7.0000, GA, 8.6915, inf, 0,1
5, 10, 7.0000, BB_DP, 0.9487, 1.0000, 15266,1
5, 10, 7.0000, PDP, 0.9333, 1.0000, 0,1
5, 10, 7.0000, TABU, 2.5605, 2.0000, 0,1
5, 10, 7.0000, GA, 9.5933, 3.0000, 0,1
5, 10, 7.0000, BB_DP, 0.0021, 1.0000, 0,1
5, 10, 7.0000, PDP, 0.9338, 1.0000, 0,1
5, 10, 7.0000, TABU, 2.2596, 1.0000, 0,1
5, 10, 7.0000, GA, 7.5926, 1.0000, 0,1
5, 11, 3.0000, BB_DP, 0.1333, 1.0000, 848,1
5, 11, 3.0000, PDP, 4.9209, 1.0000, 0,1
5, 11, 3.0000, TABU, 3.3901, 1.0000, 0,1
5, 11, 3.0000, GA, 7.5158, 3.0000, 0,1
5, 11, 3.0000, BB_DP, 10.0468, 1.0000, 70293,1
5, 11, 3.0000, PDP, 4.8190, 1.0000, 0,1
5, 11, 3.0000, TABU, 3.2484, 1.0000, 0,1
5, 11, 3.0000, GA, 16.7432, 1.0000, 0,1
5, 11, 3.0000, BB_DP, 5.3805, 1.0000, 110374,1
5, 11, 3.0000, PDP, 4.7945, 1.0000, 0,1
5, 11, 3.0000, TABU, 3.3894, 2.0000, 0,1
5, 11, 3.0000, GA, 7.2553, 4.0000, 0,1
5, 11, 3.0000, BB_DP, 2.8609, 1.0000, 35827,1
5, 11, 3.0000, PDP, 4.8093, 1.0000, 0,1
5, 11, 3.0000, TABU, 3.2844, inf, 0,1
5, 11, 3.0000, GA, 7.3297, inf, 0,1
5, 11, 3.0000, BB_DP, 4.4684, 1.0000, 10239,1
5, 11, 3.0000, PDP, 4.8430, 1.0000, 0,1
5, 11, 3.0000, TABU, 2.4235, inf, 0,1
5, 11, 3.0000, GA, 7.9667, 1.0000, 0,1
5, 11, 3.0000, BB_DP, 0.7094, 1.0000, 3172,1
5, 11, 3.0000, PDP, 4.8086, 1.0000, 0,1
5, 11, 3.0000, TABU, 3.4625, 1.0000, 0,1
5, 11, 3.0000, GA, 7.5940, inf, 0,1
5, 11, 3.0000, BB_DP, 0.0022, 1.0000, 0,1
5, 11, 3.0000, PDP, 4.8130, 1.0000, 0,1
5, 11, 3.0000, TABU, 3.4823, 1.0000, 0,1
5, 11, 3.0000, GA, 7.1887, 1.0000, 0,1
5, 11, 3.0000, BB_DP, 2.2396, 1.0000, 30021,1
5, 11, 3.0000, PDP, 4.8645, 1.0000, 0,1
5, 11, 3.0000, TABU, 2.4909, 1.0000, 0,1
5, 11, 3.0000, GA, 9.0158, inf, 0,1
5, 11, 3.0000, BB_DP, 0.0034, 1.0000, 0,1
5, 11, 3.0000, PDP, 4.8382, 1.0000, 0,1
5, 11, 3.0000, TABU, 2.4612, inf, 0,1
5, 11, 3.0000, GA, 7.5319, inf, 0,1
5, 11, 3.0000, BB_DP, 2.0755, 1.0000, 10969,1
5, 11, 3.0000, PDP, 4.8530, 1.0000, 0,1
5, 11, 3.0000, TABU, 2.3161, 1.0000, 0,1
5, 11, 3.0000, GA, 7.4683, 1.0000, 0,1
5, 11, 3.0000, BB_DP, 0.0025, 1.0000, 0,1
5, 11, 3.0000, PDP, 4.8347, 1.0000, 0,1
5, 11, 3.0000, TABU, 3.8502, 1.0000, 0,1
5, 11, 3.0000, GA, 7.5049, inf, 0,1
5, 11, 3.0000, BB_DP, 0.0033, 1.0000, 0,1
5, 11, 3.0000, PDP, 4.8418, 1.0000, 0,1
5, 11, 3.0000, TABU, 2.1728, 1.0000, 0,1
5, 11, 3.0000, GA, 9.9887, 1.0000, 0,1
5, 11, 3.0000, BB_DP, 0.0037, 1.0000, 0,1
5, 11, 3.0000, PDP, 4.8711, 1.0000, 0,1
5, 11, 3.0000, TABU, 2.4731, 1.0000, 0,1
5, 11, 3.0000, GA, 7.5034, 1.0000, 0,1
5, 11, 3.0000, BB_DP, 1.1045, 1.0000, 5987,1
5, 11, 3.0000, PDP, 4.8439, 1.0000, 0,1
5, 11, 3.0000, TABU, 3.4571, inf, 0,1
5, 11, 3.0000, GA, 8.6222, inf, 0,1
5, 11, 3.0000, BB_DP, 1.6094, 1.0000, 11884,1
5, 11, 3.0000, PDP, 4.9811, 1.0000, 0,1
5, 11, 3.0000, TABU, 4.4420, inf, 0,1
5, 11, 3.0000, GA, 8.0826, inf, 0,1
5, 11, 3.0000, BB_DP, 2.3831, 1.0000, 37101,1
5, 11, 3.0000, PDP, 4.7430, 1.0000, 0,1
5, 11, 3.0000, TABU, 4.1492, inf, 0,1
5, 11, 3.0000, GA, 7.7585, inf, 0,1
5, 11, 3.0000, BB_DP, 0.0028, 1.0000, 0,1
5, 11, 3.0000, PDP, 4.7028, 1.0000, 0,1
5, 11, 3.0000, TABU, 3.4723, 1.0000, 0,1
5, 11, 3.0000, GA, 7.3676, inf, 0,1
5, 11, 3.0000, BB_DP, 5.7082, 1.0000, 60504,1
5, 11, 3.0000, PDP, 4.7785, 1.0000, 0,1
5, 11, 3.0000, TABU, 2.2720, 3.0000, 0,1
5, 11, 3.0000, GA, 7.9251, 3.0000, 0,1
5, 11, 3.0000, BB_DP, 1.7338, 1.0000, 14742,1
5, 11, 3.0000, PDP, 4.7691, 1.0000, 0,1
5, 11, 3.0000, TABU, 3.5072, inf, 0,1
5, 11, 3.0000, GA, 7.2858, inf, 0,1
5, 11, 3.0000, BB_DP, 0.0023, 1.0000, 0,1
5, 11, 3.0000, PDP, 4.7491, 1.0000, 0,1
5, 11, 3.0000, TABU, 3.0578, 1.0000, 0,1
5, 11, 3.0000, GA, 8.5835, 1.0000, 0,1
5, 11, 5.0000, BB_DP, 0.2431, 1.0000, 2828,1
5, 11, 5.0000, PDP, 4.7324, 1.0000, 0,1
5, 11, 5.0000, TABU, 2.5486, 1.5000, 0,1
5, 11, 5.0000, GA, 7.6799, 1.5000, 0,1
5, 11, 5.0000, BB_DP, 5.7243, 1.0000, 157479,1
5, 11, 5.0000, PDP, 4.7288, 1.0000, 0,1
5, 11, 5.0000, TABU, 3.0987, inf, 0,1
5, 11, 5.0000, GA, 7.6983, inf, 0,1
5, 11, 5.0000, BB_DP, 1.2389, 1.0000, 11510,1
5, 11, 5.0000, PDP, 4.7355, 1.0000, 0,1
5, 11, 5.0000, TABU, 2.2704, 2.0000, 0,1
5, 11, 5.0000, GA, 7.2408, 2.0000, 0,1
5, 11, 5.0000, BB_DP, 0.0035, 1.0000, 0,1
5, 11, 5.0000, PDP, 4.6998, 1.0000, 0,1
5, 11, 5.0000, TABU, 2.7927, 1.0000, 0,1
5, 11, 5.0000, GA, 7.8985, 1.0000, 0,1
5, 11, 5.0000, BB_DP, 6.3386, 1.0000, 85212,1
5, 11, 5.0000, PDP, 4.6921, 1.0000, 0,1
5, 11, 5.0000, TABU, 2.4381, 5.0000, 0,1
5, 11, 5.0000, GA, 7.9542, 5.0000, 0,1
5, 11, 5.0000, BB_DP, 11.8054, 1.0000, 201386,1
5, 11, 5.0000, PDP, 4.7095, 1.0000, 0,1
5, 11, 5.0000, TABU, 2.2575, 2.0000, 0,1
5, 11, 5.0000, GA, 7.2526, 2.0000, 0,1
5, 11, 5.0000, BB_DP, 0.0030, 1.0000, 0,1
5, 11, 5.0000, PDP, 6.6274, 1.0000, 0,1
5, 11, 5.0000, TABU, 4.0932, 1.0000, 0,1
5, 11, 5.0000, GA, 8.2928, 1.0000, 0,1
5, 11, 5.0000, BB_DP, 1.8426, 1.0000, 18132,1
5, 11, 5.0000, PDP, 4.7043, 1.0000, 0,1
5, 11, 5.0000, TABU, 2.3680, 1.0000, 0,1
5, 11, 5.0000, GA, 8.3652, 1.0000, 0,1
5, 11, 5.0000, BB_DP, 2.9726, 1.0000, 26084,1
5, 11, 5.0000, PDP, 4.8926, 1.0000, 0,1
5, 11, 5.0000, TABU, 3.2564, 1.0000, 0,1
5, 11, 5.0000, GA, 7.5884, inf, 0,1
5, 11, 5.0000, BB_DP, 0.8895, 1.0000, 9547,1
5, 11, 5.0000, PDP, 4.6814, 1.0000, 0,1
5, 11, 5.0000, TABU, 2.5325, 4.0000, 0,1
5, 11, 5.0000, GA, 12.1475, 2.0000, 0,1
5, 11, 5.0000, BB_DP, 0.7018, 1.0000, 6131,1
5, 11, 5.0000, PDP, 4.7216, 1.0000, 0,1
5, 11, 5.0000, TABU, 3.3354, 1.0000, 0,1
5, 11, 5.0000, GA, 7.7524, 1.0000, 0,1
5, 11, 5.0000, BB_DP, 0.0022, 1.0000, 0,1
5, 11, 5.0000, PDP, 4.6900, 1.0000, 0,1
5, 11, 5.0000, TABU, 2.5760, 1.0000, 0,1
5, 11, 5.0000, GA, 7.6071, 1.0000, 0,1
5, 11, 5.0000, BB_DP, 23.8077, 1.0000, 240047,1
5, 11, 5.0000, PDP, 4.7450, 1.0000, 0,1
5, 11, 5.0000, TABU, 3.2979, 3.5000, 0,1
5, 11, 5.0000, GA, 8.0490, 2.0000, 0,1
5, 11, 5.0000, BB_DP, 0.3236, 1.0000, 5785,1
5, 11, 5.0000, PDP, 4.8118, 1.0000, 0,1
5, 11, 5.0000, TABU, 2.2351, inf, 0,1
5, 11, 5.0000, GA, 7.5534, 1.0000, 0,1
5, 11, 5.0000, BB_DP, 0.0021, 1.0000, 0,1
5, 11, 5.0000, PDP, 4.7085, 1.0000, 0,1
5, 11, 5.0000, TABU, 3.5692, 1.0000, 0,1
5, 11, 5.0000, GA, 7.1561, 1.0000, 0,1
5, 11, 5.0000, BB_DP, 21.2760, 1.0000, 276913,1
5, 11, 5.0000, PDP, 4.7546, 1.0000, 0,1
5, 11, 5.0000, TABU, 2.8916, 4.0000, 0,1
5, 11, 5.0000, GA, 7.4798, 6.0000, 0,1
5, 11, 5.0000, BB_DP, 4.9757, 1.0000, 64736,1
5, 11, 5.0000, PDP, 4.9874, 1.0000, 0,1
5, 11, 5.0000, TABU, 3.4006, inf, 0,1
5, 11, 5.0000, GA, 7.3181, inf, 0,1
5, 11, 5.0000, BB_DP, 2.2735, 1.0000, 22699,1
5, 11, 5.0000, PDP, 4.7515, 1.0000, 0,1
5, 11, 5.0000, TABU, 2.3536, inf, 0,1
5, 11, 5.0000, GA, 7.6527, inf, 0,1
5, 11, 5.0000, BB_DP, 0.0031, 1.0000, 0,1
5, 11, 5.0000, PDP, 4.7474, 1.0000, 0,1
5, 11, 5.0000, TABU, 3.8043, 1.0000, 0,1
5, 11, 5.0000, GA, 8.0640, 1.0000, 0,1
5, 11, 5.0000, BB_DP, 0.0036, 1.0000, 0,1
5, 11, 5.0000, PDP, 4.7321, 1.0000, 0,1
5, 11, 5.0000, TABU, 3.7283, 1.0000, 0,1
5, 11, 5.0000, GA, 7.1407, 1.0000, 0,1
5, 11, 7.0000, BB_DP, 0.0023, 1.0000, 0,1
5, 11, 7.0000, PDP, 4.7488, 1.0000, 0,1
5, 11, 7.0000, TABU, 4.2048, 1.0000, 0,1
5, 11, 7.0000, GA, 8.0658, 1.0000, 0,1
5, 11, 7.0000, BB_DP, 0.0033, 1.0000, 0,1
5, 11, 7.0000, PDP, 4.7624, 1.0000, 0,1
5, 11, 7.0000, TABU, 3.3552, inf, 0,1
5, 11, 7.0000, GA, 7.2838, inf, 0,1
5, 11, 7.0000, BB_DP, 12.0517, 1.0000, 183652,1
5, 11, 7.0000, PDP, 4.7526, 1.0000, 0,1
5, 11, 7.0000, TABU, 2.1157, inf, 0,1
5, 11, 7.0000, GA, 7.5300, inf, 0,1
5, 11, 7.0000, BB_DP, 2.7506, 1.0000, 42809,1
5, 11, 7.0000, PDP, 4.7494, 1.0000, 0,1
5, 11, 7.0000, TABU, 2.5527, 1.0000, 0,1
5, 11, 7.0000, GA, 7.2687, inf, 0,1
5, 11, 7.0000, BB_DP, 6.2714, 1.0000, 91053,1
5, 11, 7.0000, PDP, 4.7696, 1.0000, 0,1
5, 11, 7.0000, TABU, 2.3843, 2.0000, 0,1
5, 11, 7.0000, GA, 8.0832, 2.2500, 0,1
5, 11, 7.0000, BB_DP, 0.8426, 1.0000, 8747,1
5, 11, 7.0000, PDP, 4.7372, 1.0000, 0,1
5, 11, 7.0000, TABU, 3.3128, 1.0000, 0,1
5, 11, 7.0000, GA, 7.7521, inf, 0,1
5, 11, 7.0000, BB_DP, 10.8142, 1.0000, 196911,1
5, 11, 7.0000, PDP, 4.7318, 1.0000, 0,1
5, 11, 7.0000, TABU, 2.9073, 1.0000, 0,1
5, 11, 7.0000, GA, 8.7101, 1.2000, 0,1
5, 11, 7.0000, BB_DP, 12.9863, 1.0000, 215176,1
5, 11, 7.0000, PDP, 4.7218, 1.0000, 0,1
5, 11, 7.0000, TABU, 3.3502, 1.2000, 0,1
5, 11, 7.0000, GA, 7.5127, 1.6000, 0,1
5, 11, 7.0000, BB_DP, 3.0763, 1.0000, 53893,1
5, 11, 7.0000, PDP, 4.7369, 1.0000, 0,1
5, 11, 7.0000, TABU, 2.7916, 1.0000, 0,1
5, 11, 7.0000, GA, 13.9543, inf, 0,1
5, 11, 7.0000, BB_DP, 1.8700, 1.0000, 29522,1
5, 11, 7.0000, PDP, 4.7081, 1.0000, 0,1
5, 11, 7.0000, TABU, 3.4897, inf, 0,1
5, 11, 7.0000, GA, 10.9253, 1.0000, 0,1
5, 11, 7.0000, BB_DP, 0.4578, 1.0000, 5993,1
5, 11, 7.0000, PDP, 4.7250, 1.0000, 0,1
5, 11, 7.0000, TABU, 2.3060, 1.0000, 0,1
5, 11, 7.0000, GA, 7.2153, 1.0000, 0,1
5, 11, 7.0000, BB_DP, 0.0036, 1.0000, 0,1
5, 11, 7.0000, PDP, 4.6761, 1.0000, 0,1
5, 11, 7.0000, TABU, 2.2588, 1.0000, 0,1
5, 11, 7.0000, GA, 7.3140, 1.0000, 0,1
5, 11, 7.0000, BB_DP, 2.2926, 1.0000, 29158,1
5, 11, 7.0000, PDP, 4.6951, 1.0000, 0,1
5, 11, 7.0000, TABU, 2.3921, inf, 0,1
5, 11, 7.0000, GA, 8.1054, inf, 0,1
5, 11, 7.0000, BB_DP, 2.1194, 1.0000, 54247,1
5, 11, 7.0000, PDP, 4.7236, 1.0000, 0,1
5, 11, 7.0000, TABU, 2.0385, inf, 0,1
5, 11, 7.0000, GA, 7.9632, inf, 0,1
5, 11, 7.0000, BB_DP, 10.9014, 1.0000, 108814,1
5, 11, 7.0000, PDP, 5.4945, 1.0000, 0,1
5, 11, 7.0000, TABU, 3.6319, 3.0000, 0,1
5, 11, 7.0000, GA, 8.0438, 4.0000, 0,1
5, 11, 7.0000, BB_DP, 4.3218, 1.0000, 56636,1
5, 11, 7.0000, PDP, 4.8250, 1.0000, 0,1
5, 11, 7.0000, TABU, 3.5666, inf, 0,1
5, 11, 7.0000, GA, 7.7801, inf, 0,1
5, 11, 7.0000, BB_DP, 1.3801, 1.0000, 25098,1
5, 11, 7.0000, PDP, 4.8318, 1.0000, 0,1
5, 11, 7.0000, TABU, 3.4095, 1.0000, 0,1
5, 11, 7.0000, GA, 9.1320, inf, 0,1
5, 11, 7.0000, BB_DP, 16.6675, 1.0000, 265770,1
5, 11, 7.0000, PDP, 5.0915, 1.0000, 0,1
5, 11, 7.0000, TABU, 3.5416, 1.2000, 0,1
5, 11, 7.0000, GA, 7.3995, 1.6000, 0,1
5, 11, 7.0000, BB_DP, 0.8976, 1.0000, 10131,1
5, 11, 7.0000, PDP, 4.8559, 1.0000, 0,1
5, 11, 7.0000, TABU, 2.2932, inf, 0,1
5, 11, 7.0000, GA, 7.7820, inf, 0,1
5, 11, 7.0000, BB_DP, 7.9833, 1.0000, 134141,1
5, 11, 7.0000, PDP, 4.9691, 1.0000, 0,1
5, 11, 7.0000, TABU, 3.3520, 1.6667, 0,1
5, 11, 7.0000, GA, 11.2244, 2.0000, 0,1
5, 12, 3.0000, BB_DP, 13.4757, 1.0000, 101979,1
5, 12, 3.0000, PDP, 25.3597, 1.0000, 0,1
5, 12, 3.0000, TABU, 2.2993, inf, 0,1
5, 12, 3.0000, GA, 7.7333, inf, 0,1
5, 12, 3.0000, BB_DP, 24.2594, 1.0000, 203092,1
5, 12, 3.0000, PDP, 24.5672, 1.0000, 0,1
5, 12, 3.0000, TABU, 3.3434, 1.6667, 0,1
5, 12, 3.0000, GA, 8.7599, 2.6667, 0,1
5, 12, 3.0000, BB_DP, 0.0023, 1.0000, 0,1
5, 12, 3.0000, PDP, 24.5863, 1.0000, 0,1
5, 12, 3.0000, TABU, 2.4203, 1.0000, 0,1
5, 12, 3.0000, GA, 8.3648, 1.0000, 0,1
5, 12, 3.0000, BB_DP, 0.0023, 1.0000, 0,1
5, 12, 3.0000, PDP, 24.6501, 1.0000, 0,1
5, 12, 3.0000, TABU, 2.6121, 1.0000, 0,1
5, 12, 3.0000, GA, 8.3229, 1.0000, 0,1
5, 12, 3.0000, BB_DP, 0.0040, 1.0000, 0,1
5, 12, 3.0000, PDP, 24.9005, 1.0000, 0,1
5, 12, 3.0000, TABU, 3.5227, 1.0000, 0,1
5, 12, 3.0000, GA, 7.3410, 1.0000, 0,1
5, 12, 3.0000, BB_DP, 15.2494, 1.0000, 180175,1
5, 12, 3.0000, PDP, 24.7781, 1.0000, 0,1
5, 12, 3.0000, TABU, 3.2996, inf, 0,1
5, 12, 3.0000, GA, 9.5140, inf, 0,1
5, 12, 3.0000, BB_DP, 0.0024, 1.0000, 0,1
5, 12, 3.0000, PDP, 24.6461, 1.0000, 0,1
5, 12, 3.0000, TABU, 3.2136, 1.0000, 0,1
5, 12, 3.0000, GA, 10.4000, 1.0000, 0,1
5, 12, 3.0000, BB_DP, 0.0028, 1.0000, 0,1
5, 12, 3.0000, PDP, 29.4970, 1.0000, 0,1
5, 12, 3.0000, TABU, 3.6340, 1.0000, 0,1
5, 12, 3.0000, GA, 7.6337, 1.0000, 0,1
5, 12, 3.0000, BB_DP, 0.0023, 1.0000, 0,1
5, 12, 3.0000, PDP, 24.5985, 1.0000, 0,1
5, 12, 3.0000, TABU, 3.6539, 1.0000, 0,1
5, 12, 3.0000, GA, 8.0665, 1.0000, 0,1
5, 12, 3.0000, BB_DP, 12.3349, 1.0000, 50476,1
5, 12, 3.0000, PDP, 24.7428, 1.0000, 0,1
5, 12, 3.0000, TABU, 3.4079, inf, 0,1
5, 12, 3.0000, GA, 8.7316, inf, 0,1
5, 12, 3.0000, BB_DP, 0.0035, 1.0000, 0,1
5, 12, 3.0000, PDP, 24.7943, 1.0000, 0,1
5, 12, 3.0000, TABU, 2.8804, inf, 0,1
5, 12, 3.0000, GA, 7.6535, inf, 0,1
5, 12, 3.0000, BB_DP, 0.0035, 1.0000, 0,1
5, 12, 3.0000, PDP, 25.6396, 1.0000, 0,1
5, 12, 3.0000, TABU, 3.4236, 1.0000, 0,1
5, 12, 3.0000, GA, 7.3961, inf, 0,1
5, 12, 3.0000, BB_DP, 26.8783, 1.0000, 145423,1
5, 12, 3.0000, PDP, 24.9657, 1.0000, 0,1
5, 12, 3.0000, TABU, 2.2982, 8.0000, 0,1
5, 12, 3.0000, GA, 8.4788, 4.0000, 0,1
5, 12, 3.0000, BB_DP, 0.0029, 1.0000, 0,1
5, 12, 3.0000, PDP, 25.2063, 1.0000, 0,1
5, 12, 3.0000, TABU, 2.2806, inf, 0,1
5, 12, 3.0000, GA, 14.6922, inf, 0,1
5, 12, 3.0000, BB_DP, 8.8596, 1.0000, 122869,1
5, 12, 3.0000, PDP, 24.7632, 1.0000, 0,1
5, 12, 3.0000, TABU, 3.4929, inf, 0,1
5, 12, 3.0000, GA, 8.0390, inf, 0,1
5, 12, 3.0000, BB_DP, 3.3293, 1.0000, 32424,1
5, 12, 3.0000, PDP, 24.9882, 1.0000, 0,1
5, 12, 3.0000, TABU, 3.3303, 1.0000, 0,1
5, 12, 3.0000, GA, 16.2078, 1.0000, 0,1
5, 12, 3.0000, BB_DP, 2.2137, 1.0000, 7045,1
5, 12, 3.0000, PDP, 24.8475, 1.0000, 0,1
5, 12, 3.0000, TABU, 3.5319, inf, 0,1
5, 12, 3.0000, GA, 7.8941, inf, 0,1
5, 12, 3.0000, BB_DP, 0.0035, 1.0000, 0,1
5, 12, 3.0000, PDP, 24.8950, 1.0000, 0,1
5, 12, 3.0000, TABU, 3.3789, 1.0000, 0,1
5, 12, 3.0000, GA, 9.0673, inf, 0,1
5, 12, 3.0000, BB_DP, 0.0024, 1.0000, 0,1
5, 12, 3.0000, PDP, 24.7279, 1.0000, 0,1
5, 12, 3.0000, TABU, 2.5821, 1.0000, 0,1
5, 12, 3.0000, GA, 7.3865, inf, 0,1
5, 12, 3.0000, BB_DP, 6.1418, 1.0000, 83153,1
5, 12, 3.0000, PDP, 24.8119, 1.0000, 0,1
5, 12, 3.0000, TABU, 2.2356, inf, 0,1
5, 12, 3.0000, GA, 8.6222, inf, 0,1
5, 12, 5.0000, BB_DP, 11.4616, 1.0000, 84328,1
5, 12, 5.0000, PDP, 25.2032, 1.0000, 0,1
5, 12, 5.0000, TABU, 2.1391, inf, 0,1
5, 12, 5.0000, GA, 7.5713, inf, 0,1
5, 12, 5.0000, BB_DP, 13.7100, 1.0000, 218262,1
5, 12, 5.0000, PDP, 24.9472, 1.0000, 0,1
5, 12, 5.0000, TABU, 2.8459, inf, 0,1
